"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2022","Ireland","Arts, entertainment, recreation and other service activities (R,S)","Euro","409.62"
"Median Weekly Earnings","2023","Co. Clare","All NACE economic sectors","Euro","687.03"
"Median Weekly Earnings","2023","Co. Clare","Construction (F)","Euro","727.88"
"Median Weekly Earnings","2023","Co. Clare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","484.81"
"Median Weekly Earnings","2023","Co. Clare","Transportation and storage (H)","Euro","747.11"
"Median Weekly Earnings","2023","Co. Clare","Accommodation and food service activities (I)","Euro","339.37"
"Median Weekly Earnings","2023","Co. Clare","Information and communication (J)","Euro","1038.03"
"Median Weekly Earnings","2023","Co. Clare","Professional, scientific and technical activities (M)","Euro","752.01"
"Median Weekly Earnings","2023","Co. Clare","Administrative and support service activities (N)","Euro","618.08"
"Median Weekly Earnings","2023","Co. Clare","Public administration and defence; compulsory social security (O)","Euro","922.26"
"Median Weekly Earnings","2023","Co. Clare","Education (P)","Euro","906.04"
"Median Weekly Earnings","2023","Co. Clare","Human health and social work activities (Q)","Euro","689.53"
"Median Weekly Earnings","2023","Co. Clare","Industry (B to E)","Euro","893.26"
"Median Weekly Earnings","2023","Co. Clare","Financial, insurance and real estate activities (K,L)","Euro","787.44"
"Median Weekly Earnings","2023","Co. Clare","Arts, entertainment, recreation and other service activities (R,S)","Euro","400"
"Median Weekly Earnings","2023","Co. Cork","All NACE economic sectors","Euro","726.74"
"Median Weekly Earnings","2023","Co. Cork","Construction (F)","Euro","740.43"
"Median Weekly Earnings","2023","Co. Cork","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","546.31"
"Median Weekly Earnings","2023","Co. Cork","Transportation and storage (H)","Euro","707.34"
"Median Weekly Earnings","2023","Co. Cork","Accommodation and food service activities (I)","Euro","326.16"
"Median Weekly Earnings","2023","Co. Cork","Information and communication (J)","Euro","1191.32"
"Median Weekly Earnings","2023","Co. Cork","Professional, scientific and technical activities (M)","Euro","860"
"Median Weekly Earnings","2023","Co. Cork","Administrative and support service activities (N)","Euro","630.71"
"Median Weekly Earnings","2023","Co. Cork","Public administration and defence; compulsory social security (O)","Euro","966.95"
"Median Weekly Earnings","2023","Co. Cork","Education (P)","Euro","847.27"
"Median Weekly Earnings","2023","Co. Cork","Human health and social work activities (Q)","Euro","732.46"
"Median Weekly Earnings","2023","Co. Cork","Industry (B to E)","Euro","1079.05"
"Median Weekly Earnings","2023","Co. Cork","Financial, insurance and real estate activities (K,L)","Euro","843.09"
"Median Weekly Earnings","2023","Co. Cork","Arts, entertainment, recreation and other service activities (R,S)","Euro","382.44"
"Median Weekly Earnings","2023","Co. Cavan","All NACE economic sectors","Euro","647.57"
"Median Weekly Earnings","2023","Co. Cavan","Construction (F)","Euro","718.99"
"Median Weekly Earnings","2023","Co. Cavan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","473.08"
"Median Weekly Earnings","2023","Co. Cavan","Transportation and storage (H)","Euro","620.7"
"Median Weekly Earnings","2023","Co. Cavan","Accommodation and food service activities (I)","Euro","314.77"
"Median Weekly Earnings","2023","Co. Cavan","Information and communication (J)","Euro","1020.31"
"Median Weekly Earnings","2023","Co. Cavan","Professional, scientific and technical activities (M)","Euro","695.69"
"Median Weekly Earnings","2023","Co. Cavan","Administrative and support service activities (N)","Euro","559.95"
"Median Weekly Earnings","2023","Co. Cavan","Public administration and defence; compulsory social security (O)","Euro","929.4"
"Median Weekly Earnings","2023","Co. Cavan","Education (P)","Euro","859.07"
"Median Weekly Earnings","2023","Co. Cavan","Human health and social work activities (Q)","Euro","708.43"
"Median Weekly Earnings","2023","Co. Cavan","Industry (B to E)","Euro","720.77"
"Median Weekly Earnings","2023","Co. Cavan","Financial, insurance and real estate activities (K,L)","Euro","874.36"
"Median Weekly Earnings","2023","Co. Cavan","Arts, entertainment, recreation and other service activities (R,S)","Euro","332.44"
"Median Weekly Earnings","2023","Co. Carlow","All NACE economic sectors","Euro","646.79"
"Median Weekly Earnings","2023","Co. Carlow","Construction (F)","Euro","740.63"
"Median Weekly Earnings","2023","Co. Carlow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","485.57"
"Median Weekly Earnings","2023","Co. Carlow","Transportation and storage (H)","Euro","620.71"
"Median Weekly Earnings","2023","Co. Carlow","Accommodation and food service activities (I)","Euro","322.74"
"Median Weekly Earnings","2023","Co. Carlow","Information and communication (J)","Euro","1078.18"
"Median Weekly Earnings","2023","Co. Carlow","Professional, scientific and technical activities (M)","Euro","759.31"
"Median Weekly Earnings","2023","Co. Carlow","Administrative and support service activities (N)","Euro","621.49"
"Median Weekly Earnings","2023","Co. Carlow","Public administration and defence; compulsory social security (O)","Euro","945.61"
"Median Weekly Earnings","2023","Co. Carlow","Education (P)","Euro","850.4"
"Median Weekly Earnings","2023","Co. Carlow","Human health and social work activities (Q)","Euro","630.01"
"Median Weekly Earnings","2023","Co. Carlow","Industry (B to E)","Euro","732"
"Median Weekly Earnings","2023","Co. Carlow","Financial, insurance and real estate activities (K,L)","Euro","806.89"
"Median Weekly Earnings","2023","Co. Carlow","Arts, entertainment, recreation and other service activities (R,S)","Euro","385.36"
"Median Weekly Earnings","2023","Co. Donegal","All NACE economic sectors","Euro","567.04"
"Median Weekly Earnings","2023","Co. Donegal","Construction (F)","Euro","582.25"
"Median Weekly Earnings","2023","Co. Donegal","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","416.24"
"Median Weekly Earnings","2023","Co. Donegal","Transportation and storage (H)","Euro","513.19"
"Median Weekly Earnings","2023","Co. Donegal","Accommodation and food service activities (I)","Euro","267.5"
"Median Weekly Earnings","2023","Co. Donegal","Information and communication (J)","Euro","851.87"
"Median Weekly Earnings","2023","Co. Donegal","Professional, scientific and technical activities (M)","Euro","630.18"
"Median Weekly Earnings","2023","Co. Donegal","Administrative and support service activities (N)","Euro","499.41"
"Median Weekly Earnings","2023","Co. Donegal","Public administration and defence; compulsory social security (O)","Euro","893.96"
"Median Weekly Earnings","2023","Co. Donegal","Education (P)","Euro","859.07"
"Median Weekly Earnings","2023","Co. Donegal","Human health and social work activities (Q)","Euro","692.66"
"Median Weekly Earnings","2023","Co. Donegal","Industry (B to E)","Euro","617.69"
"Median Weekly Earnings","2023","Co. Donegal","Financial, insurance and real estate activities (K,L)","Euro","648.41"
"Median Weekly Earnings","2023","Co. Donegal","Arts, entertainment, recreation and other service activities (R,S)","Euro","316.66"
"Median Weekly Earnings","2023","Co. Dublin","All NACE economic sectors","Euro","793.71"
"Median Weekly Earnings","2023","Co. Dublin","Construction (F)","Euro","802.72"
"Median Weekly Earnings","2023","Co. Dublin","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","575.99"
"Median Weekly Earnings","2023","Co. Dublin","Transportation and storage (H)","Euro","802.99"
"Median Weekly Earnings","2023","Co. Dublin","Accommodation and food service activities (I)","Euro","436.05"
"Median Weekly Earnings","2023","Co. Dublin","Information and communication (J)","Euro","1553.17"
"Median Weekly Earnings","2023","Co. Dublin","Professional, scientific and technical activities (M)","Euro","965.23"
"Median Weekly Earnings","2023","Co. Dublin","Administrative and support service activities (N)","Euro","647.09"
"Median Weekly Earnings","2023","Co. Dublin","Public administration and defence; compulsory social security (O)","Euro","1004"
"Median Weekly Earnings","2023","Co. Dublin","Education (P)","Euro","829.19"
"Median Weekly Earnings","2023","Co. Dublin","Human health and social work activities (Q)","Euro","809.39"
"Median Weekly Earnings","2023","Co. Dublin","Industry (B to E)","Euro","990.62"
"Median Weekly Earnings","2023","Co. Dublin","Financial, insurance and real estate activities (K,L)","Euro","1175.74"
"Median Weekly Earnings","2023","Co. Dublin","Arts, entertainment, recreation and other service activities (R,S)","Euro","494.34"
"Median Weekly Earnings","2023","Co. Galway","All NACE economic sectors","Euro","690.97"
"Median Weekly Earnings","2023","Co. Galway","Construction (F)","Euro","717.39"
"Median Weekly Earnings","2023","Co. Galway","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","520.96"
"Median Weekly Earnings","2023","Co. Galway","Transportation and storage (H)","Euro","629.85"
"Median Weekly Earnings","2023","Co. Galway","Accommodation and food service activities (I)","Euro","366.34"
"Median Weekly Earnings","2023","Co. Galway","Information and communication (J)","Euro","1166.75"
"Median Weekly Earnings","2023","Co. Galway","Professional, scientific and technical activities (M)","Euro","769.23"
"Median Weekly Earnings","2023","Co. Galway","Administrative and support service activities (N)","Euro","583.51"
"Median Weekly Earnings","2023","Co. Galway","Public administration and defence; compulsory social security (O)","Euro","930.5"
"Median Weekly Earnings","2023","Co. Galway","Education (P)","Euro","912.5"
"Median Weekly Earnings","2023","Co. Galway","Human health and social work activities (Q)","Euro","761.41"
"Median Weekly Earnings","2023","Co. Galway","Industry (B to E)","Euro","790.97"
"Median Weekly Earnings","2023","Co. Galway","Financial, insurance and real estate activities (K,L)","Euro","777.52"
"Median Weekly Earnings","2023","Co. Galway","Arts, entertainment, recreation and other service activities (R,S)","Euro","401.81"
"Median Weekly Earnings","2023","Co. Kildare","All NACE economic sectors","Euro","766.19"
"Median Weekly Earnings","2023","Co. Kildare","Construction (F)","Euro","810.13"
"Median Weekly Earnings","2023","Co. Kildare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","570.8"
"Median Weekly Earnings","2023","Co. Kildare","Transportation and storage (H)","Euro","752.47"
"Median Weekly Earnings","2023","Co. Kildare","Accommodation and food service activities (I)","Euro","329.2"
"Median Weekly Earnings","2023","Co. Kildare","Information and communication (J)","Euro","1462.82"
"Median Weekly Earnings","2023","Co. Kildare","Professional, scientific and technical activities (M)","Euro","928.72"
"Median Weekly Earnings","2023","Co. Kildare","Administrative and support service activities (N)","Euro","643.18"
"Median Weekly Earnings","2023","Co. Kildare","Public administration and defence; compulsory social security (O)","Euro","1056.85"
"Median Weekly Earnings","2023","Co. Kildare","Education (P)","Euro","875.39"
"Median Weekly Earnings","2023","Co. Kildare","Human health and social work activities (Q)","Euro","764.73"
"Median Weekly Earnings","2023","Co. Kildare","Industry (B to E)","Euro","996.78"
"Median Weekly Earnings","2023","Co. Kildare","Financial, insurance and real estate activities (K,L)","Euro","1093.76"
"Median Weekly Earnings","2023","Co. Kildare","Arts, entertainment, recreation and other service activities (R,S)","Euro","464.48"
"Median Weekly Earnings","2023","Co. Kilkenny","All NACE economic sectors","Euro","687.47"
"Median Weekly Earnings","2023","Co. Kilkenny","Construction (F)","Euro","757.02"
"Median Weekly Earnings","2023","Co. Kilkenny","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","500.28"
"Median Weekly Earnings","2023","Co. Kilkenny","Transportation and storage (H)","Euro","662.95"
"Median Weekly Earnings","2023","Co. Kilkenny","Accommodation and food service activities (I)","Euro","333.43"
"Median Weekly Earnings","2023","Co. Kilkenny","Information and communication (J)","Euro","1000"
"Median Weekly Earnings","2023","Co. Kilkenny","Professional, scientific and technical activities (M)","Euro","841.24"
"Median Weekly Earnings","2023","Co. Kilkenny","Administrative and support service activities (N)","Euro","558.11"
"Median Weekly Earnings","2023","Co. Kilkenny","Public administration and defence; compulsory social security (O)","Euro","923.88"
"Median Weekly Earnings","2023","Co. Kilkenny","Education (P)","Euro","873.18"
"Median Weekly Earnings","2023","Co. Kilkenny","Human health and social work activities (Q)","Euro","762.63"
